Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2007-0311-BGD,2007,0311,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Goalanda village (Goalandaghat area, Rajbari district, Dhaka province), Aricha port (Shibalaya area, Manikganj district, Dhaka province), Bhagyakul village (Sreenagar area, Munshiganj district, Dhaka province), Bandarban, Feni, Comilla districts (Chittagong province), Sirajganj district (Rajshahi province), Rangpur province",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,75000,7000,Km2,23.92,91.23,,Brahmaputra-Jamuna and Ganges-Padma tributaries,2007,7,21,2007,8,3,1110,,13771380,,13771380,,,100000,81.10165893
2007-0178-AFG,2007,0178,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan, Takhar provinces",Heavy rain,,,,,,,15490,Km2,36.52,70.6,,,2007,5,14,2007,5,18,23,,2000,950,2950,,,,81.10165893
2007-0192-AFG,2007,0192,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kura Bala, Murcha Dara and Alqajar villages (Shahr-e-Buzorg district, Badakhshan province), Keshem, Yamgan, Jorm, Argo, Koran wa Monjan, Baharak districts (Badakhshan province)","Heavy rain, snowmelt",,,,,,,27490,Km2,37.01,70.73,,,2007,4,23,2007,5,4,36,,,,,,,,81.10165893
2007-0316-AFG,2007,0316,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,Lal wa Sarjangal district (Ghor Province),Heavy rain,,,,,,,4110,Km2,34.53,66.13,,,2007,7,15,2007,7,17,9,,,2500,2500,,,,81.10165893
2007-0672-AFG,2007,0672,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Wado Valley (Tala wa Barfak district, Baghlan province)",Melting snow and heavy rains,,,,,,,,Km2,,,,,2007,4,30,2007,4,30,1,20,125,15,160,,,,81.10165893
2007-0185-AFG,2007,0185,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Samangan, Baghlan, Takhar provinces",Heavy rain,,,,,,,25850,Km2,36.29,68.85,,Samagan river,2007,5,5,2007,5,7,10,,630,15,645,,,,81.10165893
2007-0248-AFG,2007,0248,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Chapadara, Dara-e-Pech districts (Kunar Province), Khoshan village (Qarabagh District, Kabul Province), Surkh-e-Parsa, Salang districts (Parwan province), Jamal Agha area (Hisa-e-Duwun-e-Kohestan district, Kapisa province), Nejrab, Hisa-e-Awal-e-Kohestan districts (Kapisa province), Emamsaheb, Qala-e-Zal districts (Kunduz province), Rukha, Onaba districts (Panjsher province), Kama District (Nangarrhar province), Wardak, Logar, Laghman provinces",Heavy rain,,,,,,,62340,Km2,35.28,71.14,,"Oxus, Pech, Panjsher, Kunar",2007,6,24,2007,7,3,113,,4000,,4000,,,,81.10165893
2008-0285-BGD,2008,0285,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Cox's Bazar, Chittagong districts (Chittagong province)",Moonsonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2008,6,26,2008,7,13,16,2,,20000,20002,,,,84.21522909
2008-0488-AFG,2008,0488,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,Jalalabad district (Nangarhar province),Heavy rains,,,,,,,,Km2,,,,,2008,8,,2008,8,,,,1000,180,1180,,,,84.21522909
2008-0385-BGD,2008,0385,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Bogra, Sirajganj districts (Rajshahi province)",Monsoonal rains,,,,,,,59250,Km2,21.02,90.21,,"Teesta, Brahmaputra, Dharta",2008,8,30,2008,9,8,12,,600000,15638,615638,,,,84.21522909
2009-0139-AFG,2009,0139,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Daykundi, Kandahar, Hirat, Badakhshan provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2009,4,4,2009,4,15,19,,2500,,2500,,,,83.91580741
2009-0168-AFG,2009,0168,Natural,Hydrological,Flood,Riverine flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Kach Guzar, Nasrat Abad, Islam Abad, Sajadia, Kala Khan, Nasaji, Baba Alisher, Yolmarab, Abotaaleb, Walihaser neighborhoods (Mazar city, Mazar-e-Sharif district, Balkh province), Sari Asyab, Asyab Sharaf, Pashma Qala villages (Chemtal district, Balkh province), Kaj Guzar village (Nahr-e-Shahi district, Balkh province), Faryab, Badakhshan, Hirat, Samangan, Takhar, Badghis, Baghlan, Sar-e-Pul, Kunduz provinces",Snow melt,"Slide (land, mud, snow, rock)",,,,,,88520,Km2,33.07,63.59,,,2009,3,25,2009,5,24,39,16,60000,,60016,,,20000,83.91580741
2007-0250-IND,2007,0250,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",Monsoonal rain and tropical cyclone,"Slide (land, mud, snow, rock)",,,,,,449300,Km2,14.94,78.16,,"Krishna, Godavari and tributaries",2007,6,22,2007,7,4,127,,200000,,200000,,,,81.10165893
2007-0364-IND,2007,0364,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Himachal Pradesh province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,191400,Km2,31.24,76.53,,"Tawi, Sutlej, Basantar",2007,8,12,2007,8,17,76,,15000,,15000,,,,81.10165893
2007-0187-LKA,2007,0187,Natural,Hydrological,Flood,Flash flood,,,Declar,Sri Lanka,LKA,Southern Asia,Asia,"Galle district (Southern province), Western province",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,3340,Km2,6.49,80.08,,,2007,5,2,2007,5,7,15,,121000,,121000,,,50,81.10165893
2007-0307-NPL,2007,0307,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Mahottari, Dhanusha, Sindhuli areas (Janakpur district, Central province), Jhapa area (Mechi district, Eastern province), Sunsari area (Koshi district, Eastern province), Nawalparasi, Gulmi areas (Lumbini district, Western province), Dang area (Rapti district, Mid Western province), Solukhumbu area (Sagarmatha district, Eastern province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,Yes,,,,56920,Km2,27.78,84.08,,"Ratu, Bigahi rivers",2007,7,23,2007,10,2,214,48,640658,,640706,,,2400,81.10165893
2007-0412-PAK,2007,0412,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Rah Nolia, Rano Mera villages (Kohistan district, North-West Frontier province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,16540,Km2,35.95,74.34,,,2007,8,12,2007,8,14,22,,,,,,,,81.10165893
2007-0683-IND,2007,0683,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",Heavy rains,Rain,,,,,,,Km2,,,,,2007,2,11,2007,2,16,40,8,,,8,,,,81.10165893
2007-0249-PAK,2007,0249,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West, Malir districts (Sindh province)",Monsoonal rain,Rain,,,,,,2215,Km2,,,,,2007,6,23,2007,6,25,228,186,,,186,,,,81.10165893
2007-0467-IND,2007,0467,Natural,Hydrological,Flood,Coastal flood,,,Kill,India,IND,Southern Asia,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",Tropical depression in Bay of Bengal,,,,,,,72010,Km2,20.91,86.4,,"Brahmani, Baitarani, Burhabalang, Budhabalanga, Suvarnarekha, Kalo, Sunei, Jalaka, Kansabansha (Orissa), Hugli, Kangsabati, Keleghai, Silabati, Subarnarekha, Dulung, Bhagirathihad, Bhagirathiis, Bhagirati (West Be,gal",2007,9,22,2007,10,3,80,,7200000,,7200000,,,275000,81.10165893
2007-0225-IND,2007,0225,Natural,Hydrological,Flood,Riverine flood,,,Affected,India,IND,Southern Asia,Asia,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",Monsoonal rain,,,,,,,74890,Km2,26.26,94.02,,Brahmaputra and tributaries,2007,6,18,2007,6,26,15,,200000,,200000,,,,81.10165893
2007-0238-IND,2007,0238,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",Monsoonal rain,,,,,,,61700,Km2,22.02,72.25,,Pooma,2007,7,1,2007,7,13,225,,63000,,63000,,,,81.10165893
2007-0239-IND,2007,0239,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",Monsoonal rain,,,,,,,106600,Km2,21.03,77.52,,,2007,7,1,2007,7,6,62,,10000,,10000,,,,81.10165893
2007-0240-IND,2007,0240,Natural,Hydrological,Flood,Riverine flood,,,Affected,India,IND,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,,,,,,74000,Km2,20.05,81.86,,Mahanadi and tributaries,2007,6,30,2007,7,13,29,,50000,,50000,,,,81.10165893
2007-0311-IND,2007,0311,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",Monsoonal rain,,,,,,,,Km2,23.92,91.23,,,2007,7,21,2007,8,3,,,,,,,,,81.10165893
2007-0320-IND,2007,0320,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",Monsoonal rain,,,,,,,483900,Km2,22.63,88.49,,"Ganga, Brahmaputra, Meghana rivers",2007,7,3,2007,9,22,1103,,18700000,,18700000,,,,81.10165893
2007-0415-IND,2007,0415,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Gujarat province,Monsoonal rain,,,,,,,133800,Km2,22.68,70.93,,,2007,8,8,2007,8,15,16,,,,,,,,81.10165893
2007-0469-IND,2007,0469,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",Monsoonal rain,,,,,,,90280,Km2,15.71,79.88,,"Tungabhadra, Pennar, Hundri, Kundu",2007,9,16,2007,10,7,94,,20000,,20000,,,,81.10165893
2007-0524-IND,2007,0524,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu province",Heavy rain,,,,,,,76740,Km2,12.73,79.7,,"Mamidikalva and other canals at Naidupet, Pannaiyar, Vellar, Gedilam, Paravanarul, Kollidam, Old Kollidam and the Manimautharu",2007,10,27,2007,11,1,29,,50000,,50000,,,,81.10165893
2007-0596-IND,2007,0596,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",Monsoonal rain,,,,,,,15360,Km2,20.45,86.2,,"Bansadhara, Subamarekha, Jalaka, Kharasrota, Brahmani",2007,8,3,2007,8,27,15,,500000,,500000,,,,81.10165893
2007-0602-IND,2007,0602,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",Monsoonal rain,,,,,,,103600,Km2,27.58,95.26,,,2007,7,12,2007,10,10,96,,11100000,,11100000,,,,81.10165893
2007-0603-IND,2007,0603,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Kerala province,Monsoonal rain,,,,,,,21120,Km2,10.39,76.31,,,2007,7,16,2007,7,20,44,,35000,,35000,,,101151,81.10165893
2007-0242-IRN,2007,0242,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kashan, Qohrud, Jarinan areas (Kashan districts, Esfahan province)",Brief torrential rain,,,,,,,11600,Km2,33.75,52.2,,,2007,6,27,2007,6,29,12,,,,,,,22000,81.10165893
2007-0609-LKA,2007,0609,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Batticaloa, Ampara districts (Eastern province)",Heavy rains,,,,,,128,7950,Km2,7.72,81.4,,,2007,12,16,2008,1,1,,,250000,,250000,,,,81.10165893
2007-0367-MDV,2007,0367,Natural,Hydrological,Flood,Coastal flood,,,Affected,Maldives,MDV,Southern Asia,Asia,"Gaafu Dhaalu, Dhaalu, Thaa, Laamu provinces",High tides,,,Yes,,,150,,Km2,,,,,2007,5,15,2007,5,17,,,1649,,1649,,,,81.10165893
2007-0255-PAK,2007,0255,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Baidara, Barinjal villages (Swat district, North-West Frontier province)",Brief torrential rain,,,,,,,12120,Km2,34.98,72.23,,Swat,2007,6,16,2007,6,20,22,,500,,500,,,,81.10165893
2007-0348-PAK,2007,0348,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West districts (Sindh province)",Storm,,,,,,,190100,Km2,,,,,2007,8,10,2007,8,13,44,20,,,20,,,327118,81.10165893
2007-0241-PAK,2007,0241,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Landi Kotal, Jamrud villages (Peshawar district, North-West Frontier province), Chrasadda, Kohistan, Upper Dir districts (North-West Frontier province), Khyber Agency district (Federally Administered Tribal Areas province)",Heavy rain,,,,,,,130,Km2,34.27,71.87,,"Shah Alam, Naguman, Swat, Jamrud, Kabul",2007,6,28,2007,7,22,130,,2000,,2000,,,,81.10165893
2007-0284-PAK,2007,0284,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Oshai Darray village (Upper Dir district, North -West Frontier province)",Torrential rain,,,,,,,,Km2,,,,,2007,7,20,2007,7,20,80,,,,,,,,81.10165893
2008-0271-NPL,2008,0271,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kusaha, Laukahi, Ghuski, Shripur, Haripur, Narsingha, Madhuban, Basantapur villages (Sunsari area, Koshi district, Eastern province), Dadeldhura area (Mahakali district, Far Western province), Siraha area (Sagarmatha district, Eastern province)","Early monsoon, dam break","Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Yes,,,,,Km2,,,,Saptakoshi river,2008,7,,2008,8,,65,,70000,,70000,,,29,84.21522909
2008-0246-IND,2008,0246,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,350600,Km2,25.18,91.54,,Kelegai river,2008,6,11,2008,7,21,1063,,7900000,,7900000,,,123000,84.21522909
2008-0423-IND,2008,0423,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2008,9,14,2008,9,21,173,,,2400000,2400000,,,,84.21522909
2008-0224-LKA,2008,0224,Natural,Hydrological,Flood,Flash flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Galle, Matara districts (Southern province), Puttalam district (North Western province), Nuwara Eliya district (Central province), Sabaragamuwa, Western provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,78,40670,Km2,7.18,80.77,,,2008,5,29,2008,6,5,25,,362582,,362582,,,,84.21522909
2008-0132-LKA,2008,0132,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Mannar district (Northern province), Ratnapura district (Sabaragamuwa province), Gampaha district (Western province), Puttalam district (North Western province), Uva, Eastern provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,Yes,,,,43220,Km2,7.83,80.82,,"Kampiyankaddu, Parakramara Samidra, Nuwara Weva, Rajangane Tank, Badulu Oya",2008,3,12,2008,3,14,8,,54323,,54323,,,,84.21522909
2008-0431-NPL,2008,0431,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Bardiya, Banke areas (Bheri district, Mid Western province), Dadeldhura, Kanchanpur areas (Mahakali district, Far Western province), Kailali, Doti areas (Seti district, Far Western province), Dang, Salyan areas (Rapti district, Mid Western province),",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,168100,Km2,,,,,2008,9,22,2008,9,29,50,3,180000,,180003,,,,84.21522909
2008-0486-IND,2008,0486,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province","River Kosi in Nepal discharged huge levels of water, monsoonal rains",Broken Dam/Burst bank,,,,Yes,,80590,Km2,22.044,94.55,,Brahmaputra river,2008,8,30,2008,9,8,47,,2600000,,2600000,,,20000,84.21522909
2008-0560-IND,2008,0560,Natural,Hydrological,Flood,Flash flood,,,Affected,India,IND,Southern Asia,Asia,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",Tropical cyclone Nisha,,,,,,,,Km2,,,,,2008,11,27,2008,12,4,54,,803740,,803740,,,,84.21522909
2008-0285-IND,2008,0285,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,,,,,,,Km2,,,,,2008,7,5,2008,7,14,,,50000,,50000,,,,84.21522909
2008-0415-IND,2008,0415,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",Heavy monsoonal rain,,,,,,,75490,Km2,16.65,81.38,,Munneru,2008,9,5,2008,9,11,74,,,,,,,,84.21522909
2008-0615-IND,2008,0615,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",Monsoonal rain,,,,,,,283800,Km2,27.5,89.79,,,2008,7,20,2008,8,8,142,,225000,,225000,,,,84.21522909
2008-0130-IND,2008,0130,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Tamil Nadu, Karnataka provinces",Heavy rain,,,,,,,144300,Km2,10.76,78.72,,Bennihalla,2008,3,20,2008,3,28,37,,10278,,10278,,,2000,84.21522909
2008-0380-IRN,2008,0380,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Farsan, Ardel districts (Chaharmahal-o bakhtiyar province)",Torrential rain,,,,,,,,Km2,53.26,-1.8,,,2008,9,9,2008,9,10,19,,200,,200,,,,84.21522909
2008-0417-IRN,2008,0417,Natural,Hydrological,Flood,Riverine flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Maku district (West Azarbayejan province),Torrential rain,,,,,,,7096,Km2,39.24,44.69,,,2008,8,7,2008,8,8,3,80,1200,,1280,,,,84.21522909
2008-0560-LKA,2008,0560,Natural,Hydrological,Flood,Flash flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Chankanai, Chavakachcheri, Delft, Jaffna, Karaveddy, Kayts, Kopay, Maruthnkerny, Nallu, Point Pedro, Sandilipay, Tellipallai, Uduvil, Velanai, Karainagar areas (Jaffna district, Northern province), Manthai East, Thumukkai, Puthukkudiyirupp, Maritemepattu, Oddusuddan areas (Mullattivu district, Northern province), Madhu, Mannar, Manthai West, Musalai, Nanaddan areas (Mannar district, Northern province), Chilampattai, Gomarankadawela, Kantalai, Kinniya, Kuchaveli, Morawewa, Muttur, Padavi Sri Pura, Seruvila, Thampalakamam, Gravets areas (Trincomalee district, Eastern province)",Tropical cyclone Nisha,,,Yes,,,655,103400,Km2,8.57,80.8,,,2008,11,22,2008,12,4,15,,360000,,360000,,,,84.21522909
2008-0208-PAK,2008,0208,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Madyan village (Swat district, North-West Frontier province)",,,,,,,,,Km2,,,,,2008,5,24,2008,5,26,10,,,,,,,,84.21522909
2008-0350-PAK,2008,0350,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Peshawar district (North-West Frontier province), Balochistan province","Torrential rain, Monsoon",,,Yes,,,,32490,Km2,33.92,71.7,,,2008,8,2,2008,8,4,36,12,200000,,200012,,,103000,84.21522909
2008-0591-PAK,2008,0591,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Rajanpur district (Punjab province),Heavy monsoon rains,,,Yes,,,,165900,Km2,30.74,72.63,,,2008,8,9,2008,8,20,37,,90752,,90752,,,,84.21522909
2009-0149-PAK,2009,0149,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Mardan district (North-West Frontier province),Heavy rain,,,,,,,,Km2,,,,,2009,4,14,2009,4,14,14,10,,,10,,,,83.91580741
2009-0294-BGD,2009,0294,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,Habiganj district (Sylhet province),Torrential rain,"Slide (land, mud, snow, rock)",,,,,,49030,Km2,25.26,89.09,,"Surma, Khusiara rivers",2009,7,3,2009,7,6,6,,500000,,500000,,,,83.91580741
2009-0385-AFG,2009,0385,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Laghman province,Heavy rains,,,,,,,,Km2,,,,,2009,9,3,2009,9,3,11,,,,,,,,83.91580741
2009-0304-BGD,2009,0304,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Comilla, Chittagong districts (Chittagong province), Dhaka, Rajshahi, Barisal, Khulna, Sylhet provinces",Heavy rain,,,,,,,,Km2,,,,,2009,7,29,2009,7,29,10,,,,,,,,83.91580741
2010-0367-AFG,2010,0367,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kapisa, Nangarhar, Laghman, Kunar, Logar, Ghazni provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,176799,Km2,35.21,68.85,,,2010,7,27,2010,8,3,65,,5000,,5000,,,,85.2920606
2010-0176-AFG,2010,0176,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Hirat, Ghor, Badghis provinces",Heavy rains,,,,,,,65810,Km2,34.38,62.25,,,2010,5,5,2010,5,8,70,,40000,,40000,,,,85.2920606
2010-0269-BGD,2010,0269,Natural,Hydrological,Flood,Flash flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Netrakona district (Dhaka province), Kurigram, Gaibandha, Lalmonirhat districts (Rangpur province), Sylhet province",,,,,,,,,Km2,,,,Kushiyara river,2010,6,24,2010,6,24,,,75000,,75000,,,,85.2920606
2010-0676-BGD,2010,0676,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Cox's Bazar, Feni, Lakshmipur, Noakhali districts (Chittagong province), Bagerhat, Khulna, Satkhira districts (Khulna province), Barisal province",Heavy rains and storms,,,,,,,29265,Km2,24.21,91.03,,,2010,10,1,2010,10,12,15,,500000,,500000,,,,85.2920606
2011-0042-AFG,2011,0042,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Hirat province,Snowmelt,,,,,,,63337,Km2,35.0754,63.99,,,2011,2,10,2011,2,16,25,65,3000,,3065,,,,87.98460292
2011-0262-BGD,2011,0262,Natural,Hydrological,Flood,Flash flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",Continuous torrential rain combined with monsoonal depression,,,,,,,19191,Km2,22.564,89.05,,,2011,7,21,2011,7,29,10,,1570559,,1570559,,,,87.98460292
2009-0483-IND,2009,0483,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,35730,Km2,11.47,77.85,,,2009,11,3,2009,11,8,70,8,,,8,,,64000,83.91580741
