Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1997-0570-LKA,1997,0570,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Dehiowita, Kegalle, Yatiyantota, Avissawela",Heavy rain,,,,No,No,,11300,Km2,,,,Kelani,1997,9,13,1997,9,19,10,,5000,,5000,,,420,62.7858352
1997-0156-PAK,1997,0156,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Mansehra (NWFP), Lahore (Punjab)",Monsoonal rain,,,,No,No,,4,Km2,,,,,1997,7,25,1997,7,28,31,56,,,56,,,,62.7858352
1997-0183-PAK,1997,0183,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Punjab Province,Monsoonal rain,,,,No,No,,1925,Km2,,,,,1997,8,12,1997,9,3,140,,836328,15000,851328,,,,62.7858352
1998-0085-IRN,1998,0085,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Khusiztan, Charmahal, Bakhtiari, Boirahmad, Kohkiluye, Isfahan, Luristan, Khorasan, Mazandaran, Hum, Kurdistan provinces",Brief torrential rain,"Slide (land, mud, snow, rock)",,,No,No,,850,Km2,,,,Tajan,1998,3,28,1998,4,4,84,2,40000,16000,56002,,,98000,63.76045524
1998-0320-IRN,1998,0320,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gilan, Ardabil, Masuleh",Heavy rains,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1998,7,31,1998,8,6,46,22,576,,598,,,50500,63.76045524
1998-0157-IRN,1998,0157,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"East Azerbaijan, western provinces of Lorestan and Chaharmahal-va-Bakhtiari, northern Mazandaran province",Brief torrential rain,,,,No,No,,,Km2,,,,,1998,5,12,1998,5,16,27,,,,,,,,63.76045524
1998-0226-LKA,1998,0226,Natural,Hydrological,Flood,Flash flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,Colombo Galle Kalutara Gampaha,Brief torrential rain,,,,No,No,,75,Km2,,,,,1998,7,17,1998,7,20,1,,135000,,135000,,,,63.76045524
1998-0282-NPL,1998,0282,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,Gandaki,Heavy rain,,,,No,No,,400,Km2,,,,,1998,8,28,1998,8,31,50,,,,,,,5000,63.76045524
1998-0221-NPL,1998,0221,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Jhapa, Morang, Parsa, Rautahat, Dhading, Rupandehi, Nawalparasi, Tanahu, Chitwan, Baitadi, Panchthar, Parbat, Bara, Gulmi, Banke, Taplejung, Rasuwa, Ilam, Mahottari, Palpa, Makwanpur, Udayapur, Sarlahi, Pyunthan, Darchula districts",,,,,No,No,356,405,Km2,,,,,1998,7,4,1998,8,25,260,,20000,50000,70000,,,22000,63.76045524
1998-0048-PAK,1998,0048,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,Kech Valley (Baluchistan province),,,,Yes,No,No,328,202,Km2,,,,Turbat Kech and Dasht,1998,3,2,1998,3,5,1000,,200000,,200000,,,,63.76045524
1999-0277-BGD,1999,0277,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chittagong port city, Aziznagar, Chittagong Hill Tracts, Island of Maheshkhali (Cox's Bazar, Chittagong and Bandarban districts)",Heavy rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,Matamuhuri river,1999,8,11,1999,8,15,17,50,50000,,50050,,,,65.15554686
1999-0736-BGD,1999,0736,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Bhola, Barisal, Patuakhil",,Rain,,,No,No,,,Km2,,,,,1999,4,10,1999,4,11,66,100,,,100,,,,65.15554686
1999-0575-AFG,1999,0575,Natural,Hydrological,Flood,,,,Affect,Afghanistan,AFG,Southern Asia,Asia,Kanhahar & Helmand Provinces,,,,,,,,,Km2,,,,,1999,2,,1999,2,,,,500,,500,,,,65.15554686
1999-0225-BGD,1999,0225,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Comilla, Lalmonirhat, Habiganj Jamalpur, Munshiganj, Manikganj, Kustia, Rajshahi, Bogra, Kurigram, Gaibandha, Nilphamari, Lalmonirhat, Sunamganj and Chittagong",Monsoonal rain,,,,No,No,,60,Km2,,,,Gomti River,1999,7,11,1999,8,3,31,20,421250,20000,441270,,,,65.15554686
1999-0730-BGD,1999,0730,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,,Monsoonal rain,,,,No,No,,,Km2,,,,,1999,6,30,1999,7,20,82,,,,,,,,65.15554686
1999-0734-BGD,1999,0734,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Jamuna,,,,,No,No,,,Km2,,,,,1999,7,28,1999,8,5,,,,4000,4000,,,,65.15554686
2000-0373-BGD,2000,0373,Natural,Hydrological,Flood,Flash flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Bakalia, Kotwali, Chandgaon, Pahartali, Hathazari, Halishahar, Patiya, Satkania areas (Chittagong district, Chittagong province), Cox's Bazar district (Chittagong province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,17000,Km2,,,,"Bramputra, Darata",2000,6,24,2000,6,24,11,50,200000,,200050,,,,67.35575898
2000-0484-BTN,2000,0484,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bhutan,BTN,Southern Asia,Asia,"Pasakha area (Sampheling district, Chhukha province), Phuentshogling city (Phuentshogling district, Chhukha province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,50,,Km2,,,,"Brahmaputra, Varsha",2000,8,2,2000,8,30,200,,,1000,1000,,,,67.35575898
2000-0555-BGD,2000,0555,Natural,Hydrological,Flood,Coastal flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Hutiya, Companiganj areas (Noakhali district, Chittagong province), Maheskhali area (Cox's Bazar district, Chittagong province), Sandwip area (Chittagong district, Chittagong province)",,,,,,,,,Km2,,,,,2000,8,30,2000,8,30,1,10,,12000,12010,,,,67.35575898
2000-0617-BGD,2000,0617,Natural,Hydrological,Flood,Flash flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Gangni, Meherpur Sadar areas (Meherpur district, Khulna province), Daulatpur, Kushtia Sadar, Bheramara areas (Kushtia district, Khulna province), Jibannagar, Alamdanga, Cuadanda Sadar, Damurhuda areas (Chuadanga district, Khulna province), Maheshpur, Kotchandpur areas (Jhenaidah district, Khulna province), Paba, Godagari, Tanor, Mohanpur areas (Rajshahi district, Rajshahi province)",,,,,,,4675,162,Km2,,,,,2000,9,,2000,10,,31,,2467138,,2467138,,,500000,67.35575898
1998-0449-IND,1998,0449,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Gujarat, Maharashtra states","Dam/levy, break or release",,,,No,No,,,Km2,,,,,1998,9,16,1998,9,18,90,,50000,,50000,,,,63.76045524
1998-0392-IND,1998,0392,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",,,,Yes,No,No,1983,67610,Km2,,,,,1998,8,,1998,8,,1811,,29227200,,29227200,,,,63.76045524
1998-0450-IND,1998,0450,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Andhra Pradesh, Hyderabad",,,,,No,No,,8000,Km2,,,,,1998,9,20,1998,9,20,230,,375000,,375000,,,528600,63.76045524
1998-0612-LKA,1998,0612,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Batticaloa, Trincomalee, Vavuniya (Eastern and Northern)",Heavy rain,,,,No,No,,75,Km2,,,,,1998,12,28,1999,1,,2,,154485,75000,229485,,,,63.76045524
1999-0213-IND,1999,0213,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",Monsoonal rain,,,,No,No,1328,,Km2,,,,"Brahmaputra, Jamuna, Padma, Meghna, Gomti, Surma and Khowai",1999,7,11,1999,8,3,325,,5500000,,5500000,,,,65.15554686
1999-0371-IND,1999,0371,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,,,,,,155,,Km2,,,,,1999,9,,1999,9,,229,,22120000,,22120000,,,2400,65.15554686
1999-0235-IRN,1999,0235,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Mazandaran, Khorasan, Golestan, and Zanjan Provinces",Brief torrential rain,,,,No,No,571,50100,Km2,,,,Neka River,1999,7,15,1999,7,27,51,100,20000,,20100,3000,,43000,65.15554686
1999-0275-IRN,1999,0275,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Qazvin District, Level 1 = Zanjan",,,,,,,,,Km2,,,,,1999,8,21,1999,8,21,22,11,,,11,,,,65.15554686
1999-0276-IRN,1999,0276,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tabriz, Miyaneb, Ahar, Hashtrood, Oskoo, Bostanabad (cities) Level 1 = East Azerbaijan",Heavy rain,,,,No,No,,,Km2,,,,,1999,8,8,1999,8,9,8,13,4250,,4263,,,,65.15554686
1999-0066-IRN,1999,0066,Natural,Hydrological,Flood,,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gilan, Kerman, Sistan-u-Balouchestan, Khorasan, Fars, Kohkiloyeh & Boyerrahmad, Isfahan, Khozstan, Bosshehr, Yazd provinces",,,,,,,,,Km2,,,,,1999,2,,1999,2,,,,1000,,1000,,,,65.15554686
1999-0161-LKA,1999,0161,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Ratnapura, Colombo, Gampaha, Kalutara, Galle, Matara, Kandy, Kegalle, Level 1 = Central, Sabaragamuwa, Southern, Western",Heavy rain,,,,No,No,,,Km2,,,,Kelani and Kalu,1999,4,17,1999,4,22,6,,,375000,375000,,,,65.15554686
1999-0220-NPL,1999,0220,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1999,6,,1999,6,,170,68,18000,,18068,,,2000,65.15554686
1999-0090-PAK,1999,0090,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Dadu, Level 1 = Sind",,,,,,,,,Km2,,,,,1999,3,7,1999,3,7,14,43,,,43,,,,65.15554686
1999-0262-PAK,1999,0262,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Sanjzvi, Dukki, Thal, Harnai (Valley of Ziarat), Level 1: N.W.F.P., Baluchistan",,,,,,,,,Km2,,,,,1999,7,15,1999,7,15,20,,,1000,1000,,,,65.15554686
2000-0332-IND,2000,0332,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),",,Broken Dam/Burst bank,,,,,,55000,Km2,,,,,2000,6,10,2000,6,10,20,,3000000,,3000000,,,,67.35575898
2000-0444-IND,2000,0444,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,,,,,,,Km2,,,,,2000,7,,2000,7,,130,,,,,,,,67.35575898
2000-0534-IND,2000,0534,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",Brief torrential rain,,,,,,,129500,Km2,,,,Godavari,2000,8,23,2000,8,31,179,16,,252000,252016,,,173000,67.35575898
2000-0445-IND,2000,0445,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",Monsoonal rain,,,Yes,,,7087,300000,Km2,,,,"Brahmaputra and its tributaries, Bagmati, Kosi, Gandak, Murigandak, Kamlabalan, Mahananada, Adhwara, Ganges, Bhagra, Ganga, Burhi Gandak, Bagmati and Punpun",2000,8,2,2000,8,30,867,,22000000,,22000000,,,43000,67.35575898
2000-0610-IND,2000,0610,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",Monsoonal rain,,,,,,,12680,Km2,,,,"Ganges, Kosi, Bagmati, Burhi Ganduk, Hoogly, Kharia, Ichamati and Jamuna",2000,9,18,2000,10,21,884,,24600000,,24600000,,,691500,67.35575898
2000-0738-IND,2000,0738,Natural,Hydrological,Flood,,,,Affect,India,IND,Southern Asia,Asia,North 24 Parganas district (West Bengal province),,,,,,,,309,Km2,,,,,2000,10,19,2000,10,19,6,,534035,,534035,,,,67.35575898
2000-0499-IRN,2000,0499,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Maneh Va Samalqan area (Bojnord district, Khorasan province)",Brief torrential rain,,,,,,,16200,Km2,,,,,2000,8,8,2000,8,9,8,,400,,400,,,6000,67.35575898
2000-0862-IRN,2000,0862,Natural,Hydrological,Flood,Flash flood,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Lorestan, Khuzestan, Gilan provinces",Brief torrential rains,,,,,,,83730,Km2,,,,,2000,11,30,2000,12,2,,,,,,,,,67.35575898
2000-0618-IRN,2000,0618,Natural,Hydrological,Flood,,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Gonbad-e Kavus district (Golestan province),,,,,,,,,Km2,,,,,2000,9,24,2000,9,24,2,,,,,,,,67.35575898
2000-0613-LKA,2000,0613,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Galle, Matara districts (Southern province)",Heavy rains,,,,,,,8000,Km2,,,,Gin Ganga,2000,9,18,2000,9,22,2,,100000,,100000,,,,67.35575898
2000-0741-LKA,2000,0741,Natural,Hydrological,Flood,Riverine flood,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Ampara, Batticaloa districts (Eastern province), Polonnaruwa district (North Central province)",Monsoonal rain,,,,,,,7600,Km2,,,,,2000,11,18,2000,11,22,3,,300000,,300000,,,3000,67.35575898
2000-0476-NPL,2000,0476,Natural,Hydrological,Flood,,,,Affect,Nepal,NPL,Southern Asia,Asia,"Dhading, Lalitpur areas (Bagmati district, Central province), Dolakha, Sarlahi areas (Janakpur district, Central province), Makwanpur, Parsa, Rautahat areas (Narayani district, Central province), Bhojpur, Morang, Sunsari, Terhathum areas (Koshi district, Eastern province), Siraha, Saptari areas (Sagarmatha district, Eastern province), Baitadi, Darchula areas (Mahakali district, Far Western province), Kailali area (Seti district, Far Western province), Banke, Dailekh areas (Bheri district, Mid Western province), Salyan area (Rapti district, Mid Western province), Baglung area (Dhawalagiri district, Western province), Argakhachi area (Lumbini district, Western province), Gorkha, Lamjung, Tanahu, Kaski areas (Gandaki district, Western province), Mechi district (Eastern province)",,,,,,,481,,Km2,,,,,2000,6,,2000,6,,144,70,50000,,50070,,,6300,67.35575898
2001-0049-LKA,2001,0049,Natural,Hydrological,Flood,,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,Matale district (Central province),,,,,,,,,Km2,,,,,2001,2,,2001,2,,,,,160,160,,,,69.25933995
2001-0393-BGD,2001,0393,Natural,Hydrological,Flood,Riverine flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Nilphamari district (Rangpur province), Brahamanbaria district (Chittagong province), Sylhet province",,,,,,,,,Km2,,,,,2001,6,5,2001,6,5,9,,500000,,500000,,,,69.25933995
2001-0459-BGD,2001,0459,Natural,Hydrological,Flood,,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Sunamganj, Sylhet districts (Sylhet province), Nawabganj, Rajshahi districts (Rajshahi province), Kushtia district (Khulna province)",,,,,,,,,Km2,,,,,2001,8,31,2001,8,31,,,200000,,200000,,,,69.25933995
2002-0196-AFG,2002,0196,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Deh Miran area (Garziwan district, Faryab province)",Heavy rain,,,,,,,1170,Km2,,,,Maimana,2002,4,4,2002,7,4,39,,4225,,4225,,,,70.35781897
2002-0242-AFG,2002,0242,Natural,Hydrological,Flood,Riverine flood,,,Affect,Afghanistan,AFG,Southern Asia,Asia,"Qala-e-Naw, Abkamari districts (Badghis province)",Heavy rain,,,,,,,3650,Km2,,,,,2002,4,23,2002,4,26,7,,1200,,1200,,,,70.35781897
2002-0185-AFG,2002,0185,Natural,Hydrological,Flood,,,,Affect,Afghanistan,AFG,Southern Asia,Asia,"Yulmarab village (Mazar-e-Sharif district, Balkh province)",,,,,,,,,Km2,,,,,2002,3,22,2002,3,22,,,120,,120,,,,70.35781897
2002-0613-AFG,2002,0613,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Khost province,,,,,,,,,Km2,,,,,2002,8,28,2002,8,28,35,,,,,,,,70.35781897
2002-0402-BGD,2002,0402,Natural,Hydrological,Flood,Flash flood,,,Affect,Bangladesh,BGD,Southern Asia,Asia,"Mymensingh, Netrakona, Sherpur districts (Dhaka province), Sunamganj district (Sylhet province), Rangpur, Nilphamari, Kurigram, Gaibandha districts (Rangpur province), Noakhali, Lakshmipur, Cox's Bazar districts (Chittagong province), Jessore, Satkhira districts (Khulna province), Barguna, Bhola, Barisal, Patuakhali districts (Barisal province), Rajshahi province",,,,,,,1469,1000,Km2,,,,,2002,7,,2002,8,,10,,1500000,,1500000,,,,70.35781897
2003-0104-AFG,2003,0104,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan, Daykundi provinces",,,,,,,,,Km2,,,,,2003,1,,2003,1,,10,,,,,,,,71.95500655
2001-0376-PAK,2001,0376,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Islamabad district (Islamabad province), Rawalpindi district (Punjab province), North-West Frontier province",Brief torrential rain,"Slide (land, mud, snow, rock)",,,,,436,111100,Km2,,,,"Siran, Leh rivers",2001,7,22,2001,7,25,210,179,400000,,400179,,,246000,69.25933995
2001-0527-IND,2001,0527,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",,,,,,,,,Km2,,,,,2001,9,,2001,9,,48,,2800000,,2800000,,,26000,69.25933995
2001-0243-IND,2001,0243,Natural,Hydrological,Flood,Riverine flood,,,Affect,India,IND,Southern Asia,Asia,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",Moosonal rain,,,,,,,,Km2,,,,,2001,6,5,2001,6,22,5,,700000,,700000,,,,69.25933995
2001-0332-IND,2001,0332,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",Monsoonal rain,,,Yes,,,6430,105100,Km2,,,,,2001,7,8,2001,7,10,100,,9670000,,9670000,,,90000,69.25933995
2001-0387-IND,2001,0387,Natural,Hydrological,Flood,Riverine flood,,,Affect,India,IND,Southern Asia,Asia,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",Monsoonal rain,,,,,,,4470,Km2,,,,,2001,7,4,2001,7,16,86,,40000,,40000,,,116924,69.25933995
2001-0465-IND,2001,0465,Natural,Hydrological,Flood,Riverine flood,,,Affect,India,IND,Southern Asia,Asia,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,,,,,,,,Km2,,,,,2001,8,,2001,8,,,,400000,,400000,,,,69.25933995
2001-0349-IND,2001,0349,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,,,,,,,Km2,,,,,2001,6,,2001,6,,28,4,,,4,,,,69.25933995
2001-0502-IND,2001,0502,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Delhi province,,,,,,,,,Km2,,,,,2001,8,,2001,8,,10,36,,,36,,,,69.25933995
2001-0515-IND,2001,0515,Natural,Hydrological,Flood,,,,Affect,India,IND,Southern Asia,Asia,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",,,,,,,,550,Km2,,,,,2001,8,20,2001,8,20,158,,7000000,,7000000,,,26000,69.25933995
2001-0794-IND,2001,0794,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Saran, Gopalganj districts (Bihar province)",,,,,,,,,Km2,,,,,2001,9,7,2001,9,24,146,,,,,,,103000,69.25933995
2001-0180-IRN,2001,0180,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bojnord district (Khorasan province),Brief torrential rain,,,,,,,2130,Km2,,,,,2001,5,6,2001,5,6,32,50,1250,,1300,,,,69.25933995
2001-0453-IRN,2001,0453,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Khorasan, Semnan provinces",Brief torrential rain,,,,Yes,,732,77940,Km2,,,,,2001,8,10,2001,8,12,412,200,1200000,,1200200,,,78800,69.25933995
2001-0545-IRN,2001,0545,Natural,Hydrological,Flood,Flash flood,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Mazandaran, Gilan provinces",Brief torrential rain,,,,,,,27360,Km2,,,,,2001,10,1,2001,10,2,,,3000,,3000,,,,69.25933995
2001-0375-IRN,2001,0375,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Meshkinshahr district (Ardebil province), Siyah Cheshmeh district (West Azarbayejan province)",Heavy rain,,,,,,,7440,Km2,,,,,2001,7,20,2001,7,21,32,34,1000,,1034,,,25000,69.25933995
2002-0374-IND,2002,0374,Natural,Hydrological,Flood,Riverine flood,,,Affect,India,IND,Southern Asia,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",Monssonal rain,,,,,,93065,276600,Km2,,,,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,,42000000,,42000000,,,30772,70.35781897
2002-0490-IND,2002,0490,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",Heavy rain,,,,,,,6770,Km2,,,,Jaikur and Indravati rivers.,2002,8,11,2002,8,13,33,50,,,50,,,20000,70.35781897
2002-0539-IND,2002,0539,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Balaghat district (Madhya Pradesh province),,,,,,,,,Km2,,,,,2002,8,20,2002,8,20,100,,3000,,3000,,,,70.35781897
2002-0568-IND,2002,0568,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",Monssonal rain,,,,,,,79000,Km2,,,,"Godavari, Panzara, Tapi, Narmada Rivers",2002,9,3,2002,9,6,22,,5000,,5000,,,,70.35781897
2002-0650-IND,2002,0650,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",Monsoonal rain,,,,,,,9750,Km2,,,,,2002,10,10,2002,10,16,11,,,,,,,,70.35781897
